model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_url
VF 8|Eco||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1934|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1667|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|length_mm|Chiều dài tổng thể|4750|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1934|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1667|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|162|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|157|mm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||dimension|Kích thước & trọng lượng|trunk_capacity|Dung tích khoang hành lý|376/1.373|L|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|trunk_capacity|Dung tích khoang hành lý|376/1.373|L|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||dimension|Kích thước & trọng lượng|curb_weight_kg|Trọng lượng không tải|2.328 Kg||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|curb_weight_kg|Trọng lượng không tải|2.520 Kg||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||dimension|Kích thước & trọng lượng|roof_load_kg|Tải trọng hành lý nóc xe|70||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||dimension|Kích thước & trọng lượng|roof_load_kg|Tải trọng hành lý nóc xe|70||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|FWD/Cầu trước||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|AWD/ 2 cầu toàn thời gian||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|150/201|kW|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|300/402|kW|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|310|Nm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|620|Nm|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|acceleration_0_100_s|Tăng tốc 0-100 km/h|11,8|s|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|acceleration_0_100_s|Tăng tốc 0-100 km/h|5,58|s|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|87,7|kWh|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|87,7|kWh|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||battery|Pin & sạc|range_km|Phạm vi di chuyển|562 (NEDC)|km|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||battery|Pin & sạc|range_km|Phạm vi di chuyển|457 (WLTP)|km|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Eco/Normal/Sport||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Eco/Normal/Sport||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||powertrain|Hệ thống truyền động|battery_heater|Sưởi pin cao thế|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||powertrain|Hệ thống truyền động|battery_heater|Sưởi pin cao thế|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||chassis|Khung gầm & hệ thống treo|front_suspension_type|Hệ thống treo trước|Treo độc lập thông minh||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||chassis|Khung gầm & hệ thống treo|front_suspension_type|Hệ thống treo trước|Treo độc lập thông minh||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||chassis|Khung gầm & hệ thống treo|rear_suspension_type|Hệ thống treo sau|Thanh điều hướng đa điểm||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||chassis|Khung gầm & hệ thống treo|rear_suspension_type|Hệ thống treo sau|Thanh điều hướng đa điểm||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||chassis|Khung gầm & hệ thống treo|brake_type|Hệ thống phanh trước/sau|Đĩa thông gió/Đĩa thông gió||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||chassis|Khung gầm & hệ thống treo|brake_type|Hệ thống phanh trước/sau|Đĩa thông gió/Đĩa thông gió||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||exterior|Ngoại thất|wheel_size_inch|Kích thước la-zăng|Hợp kim 19inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||exterior|Ngoại thất|wheel_size_inch|Kích thước la-zăng|Hợp kim 20inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||chassis|Khung gầm & hệ thống treo|steering_assist_type|Trợ lực lái|Trợ lực điện||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||chassis|Khung gầm & hệ thống treo|steering_assist_type|Trợ lực lái|Trợ lực điện||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||exterior|Ngoại thất|headlight_feature|Đèn pha|LED, Tự động bật/tắt,||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||interior|Nội thất|seats|Số ghế ngồi|5||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|seats|Số ghế ngồi|5||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||interior|Nội thất|seat_material_type|Chất liệu bọc ghế|Giả da||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|seat_material_type|Chất liệu bọc ghế|Da nhân tạo||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||safety|An toàn|airbags|Túi khí|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|airbags|Túi khí|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|traffic_jam_assist|Hỗ trợ di chuyển khi ùn tắc|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|traffic_jam_assist|Hỗ trợ di chuyển khi ùn tắc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|highway_assist|Hỗ trợ lái trên đường cao tốc|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|highway_assist|Hỗ trợ lái trên đường cao tốc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|lane_departure_warning|Cảnh báo chệch làn|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_departure_warning|Cảnh báo chệch làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|lane_keep_assist|Hỗ trợ giữ làn|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_keep_assist|Hỗ trợ giữ làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|lane_centering|Kiểm soát đi giữa làn|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_centering|Kiểm soát đi giữa làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|cruise_control_type|Kiểm soát hành trình|Ga tự động cơ bản||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|cruise_control_type|Kiểm soát hành trình|Ga tự động thích ứng||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|adaptive_cruise_control|Điều chỉnh tốc độ thông minh|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|adaptive_cruise_control|Điều chỉnh tốc độ thông minh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|forward_collision_warning|Cảnh báo va chạm phía trước|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|forward_collision_warning|Cảnh báo va chạm phía trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|rear_cross_traffic_alert|Cảnh báo phương tiện cắt ngang phía sau|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|rear_cross_traffic_alert|Cảnh báo phương tiện cắt ngang phía sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|blind_spot_warning|Cảnh báo điểm mù|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|blind_spot_warning|Cảnh báo điểm mù|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|door_open_warning|Cảnh báo mở cửa|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|door_open_warning|Cảnh báo mở cửa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|aeb_front|Phanh tự động khẩn cấp trước|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|aeb_front|Phanh tự động khẩn cấp trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||adas|Hỗ trợ lái nâng cao (ADAS)|emergency_lane_keep|Hỗ trợ giữ làn khẩn cấp|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|emergency_lane_keep|Hỗ trợ giữ làn khẩn cấp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||exterior|Ngoại thất|adaptive_headlights|Đèn pha tự động / thích ứng|Không||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||exterior|Ngoại thất|adaptive_headlights|Đèn pha tự động / thích ứng|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|vehicle_modes|Chế độ xe cơ bản (cắm trại, người lạ, thú cưng, rửa xe)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|vehicle_modes|Chế độ xe cơ bản (cắm trại, người lạ, thú cưng, rửa xe)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|smartphone_integration|Kết nối Android Auto / Apple CarPlay|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|smartphone_integration|Kết nối Android Auto / Apple CarPlay|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|ev_routing|Dẫn đường nâng cao cho xe điện (tìm trạm sạc)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|ev_routing|Dẫn đường nâng cao cho xe điện (tìm trạm sạc)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|basic_widgets|Khung tiện ích cơ bản (lịch, thời tiết, media, bản đồ)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|basic_widgets|Khung tiện ích cơ bản (lịch, thời tiết, media, bản đồ)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|web_browser|Trình duyệt web|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|web_browser|Trình duyệt web|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|vehicle_status_assist|Tư vấn tình trạng xe & hỗ trợ xử lý sự cố|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|vehicle_status_assist|Tư vấn tình trạng xe & hỗ trợ xử lý sự cố|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|voice_control|Điều khiển chức năng xe bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_control|Điều khiển chức năng xe bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|voice_search|Hỏi đáp & tìm kiếm thông tin cơ bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_search|Hỏi đáp & tìm kiếm thông tin cơ bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|voice_navigation|Dẫn đường bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_navigation|Dẫn đường bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|voice_greeting|Chào hỏi / thực hiện lệnh theo kịch bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_greeting|Chào hỏi / thực hiện lệnh theo kịch bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|account_sync|Đồng bộ tài khoản / ứng dụng / phân quyền|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|account_sync|Đồng bộ tài khoản / ứng dụng / phân quyền|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|vehicle_status_notification|Thông báo trạng thái xe (pin, hiệu suất, bảo dưỡng)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|vehicle_status_notification|Thông báo trạng thái xe (pin, hiệu suất, bảo dưỡng)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||general|Thông tin chung|charging_etc|Sạc, v.v.|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||general|Thông tin chung|charging_etc|Sạc, v.v.|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|charge_management|Quản lý sạc & thanh toán phí sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|charge_management|Quản lý sạc & thanh toán phí sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|charger_map|Bản đồ trạm sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|charger_map|Bản đồ trạm sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|service_booking|Dịch vụ hậu mãi: đặt lịch sửa chữa, lái thử|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|service_booking|Dịch vụ hậu mãi: đặt lịch sửa chữa, lái thử|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||connected|Kết nối thông minh|online_accessory_shop|Mua bán phụ kiện|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|online_accessory_shop|Mua bán phụ kiện|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Eco||infotainment|Giải trí & kết nối|ota_update|Cập nhật phần mềm từ xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|ota_update|Cập nhật phần mềm từ xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
